project,commit,path,status_diff3,time_diff3,phase1_time_diff3,phase2_time_diff3,phase2_unify_time_diff3,phase2_diffy_calls_diff3,phase2_diffy_time_diff3,phase3_time_diff3,phase3_unify_time_diff3,phase3_diffy_calls_diff3,phase3_diffy_time_diff3,total_merge_module_time_diff3,status_mergiraf,time_mergiraf,phase1_time_mergiraf,phase2_time_mergiraf,phase2_unify_time_mergiraf,phase2_diffy_calls_mergiraf,phase2_diffy_time_mergiraf,phase3_time_mergiraf,phase3_unify_time_mergiraf,phase3_diffy_calls_mergiraf,phase3_diffy_time_mergiraf,total_merge_module_time_mergiraf,status_mergiraf_semi,time_mergiraf_semi,phase1_time_mergiraf_semi,phase2_time_mergiraf_semi,phase2_unify_time_mergiraf_semi,phase2_diffy_calls_mergiraf_semi,phase2_diffy_time_mergiraf_semi,phase3_time_mergiraf_semi,phase3_unify_time_mergiraf_semi,phase3_diffy_calls_mergiraf_semi,phase3_diffy_time_mergiraf_semi,total_merge_module_time_mergiraf_semi,status_mergiraf_semi_plus,time_mergiraf_semi_plus,phase1_time_mergiraf_semi_plus,phase2_time_mergiraf_semi_plus,phase2_unify_time_mergiraf_semi_plus,phase2_diffy_calls_mergiraf_semi_plus,phase2_diffy_time_mergiraf_semi_plus,phase3_time_mergiraf_semi_plus,phase3_unify_time_mergiraf_semi_plus,phase3_diffy_calls_mergiraf_semi_plus,phase3_diffy_time_mergiraf_semi_plus,total_merge_module_time_mergiraf_semi_plus,status_s3m,time_s3m,phase1_time_s3m,phase2_time_s3m,phase2_unify_time_s3m,phase2_diffy_calls_s3m,phase2_diffy_time_s3m,phase3_time_s3m,phase3_unify_time_s3m,phase3_diffy_calls_s3m,phase3_diffy_time_s3m,total_merge_module_time_s3m
graphql-java/graphql-java,0ebb109d30eb3ac9ba387146a4521d8d602549e6,mergeAnalysisOutput/java/graphql-java/graphql-java/0ebb109d30eb3ac9ba387146a4521d8d602549e6/src/main/java/graphql/schema/idl/SchemaTypeExtensionsChecker.java,SUCCESS_WITHOUT_CONFLICTS,5699613,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,105072324,99.817019ms,,,,,,,,,100.073105ms,SUCCESS_WITHOUT_CONFLICTS,104756380,99.605885ms,,,,,,,,,99.86616ms,SUCCESS_WITHOUT_CONFLICTS,105395002,100.587761ms,,,,,,,,,100.867414ms,TIMEOUT,0,,,,,,,,,,
jetty/jetty.project,a43febfc37b0643702c9fba6fd0e598890ff3663,mergeAnalysisOutput/java/jetty/jetty.project/a43febfc37b0643702c9fba6fd0e598890ff3663/jetty-core/jetty-maven/src/main/java/org/eclipse/jetty/maven/AbstractForker.java,SUCCESS_WITHOUT_CONFLICTS,5267518,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,17339615,12.339996ms,,,,,,,,,12.578229ms,SUCCESS_WITHOUT_CONFLICTS,17171741,12.198722ms,,,,,,,,,12.429748ms,SUCCESS_WITHOUT_CONFLICTS,17494076,12.179202ms,,,,,,,,,12.433029ms,TIMEOUT,0,,,,,,,,,,
jetty/jetty.project,a43febfc37b0643702c9fba6fd0e598890ff3663,mergeAnalysisOutput/java/jetty/jetty.project/a43febfc37b0643702c9fba6fd0e598890ff3663/jetty-core/jetty-maven/src/main/java/org/eclipse/jetty/maven/AbstractHomeForker.java,SUCCESS_WITHOUT_CONFLICTS,5603221,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,76568870,71.327431ms,,,,,,,,,71.589893ms,SUCCESS_WITHOUT_CONFLICTS,79505081,71.388294ms,,,,,,,,,71.632547ms,SUCCESS_WITHOUT_CONFLICTS,77928099,72.654247ms,,,,,,,,,72.902045ms,TIMEOUT,0,,,,,,,,,,
jetty/jetty.project,a43febfc37b0643702c9fba6fd0e598890ff3663,mergeAnalysisOutput/java/jetty/jetty.project/a43febfc37b0643702c9fba6fd0e598890ff3663/jetty-core/jetty-maven/src/main/java/org/eclipse/jetty/maven/AbstractServerForker.java,SUCCESS_WITHOUT_CONFLICTS,5512273,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,19225654,10.422761ms,,,,,,,,,10.660833ms,SUCCESS_WITHOUT_CONFLICTS,18407723,10.671353ms,,,,,,,,,10.923938ms,SUCCESS_WITHOUT_CONFLICTS,15470224,10.79066ms,,,,,,,,,11.046383ms,TIMEOUT,0,,,,,,,,,,
jetty/jetty.project,a43febfc37b0643702c9fba6fd0e598890ff3663,mergeAnalysisOutput/java/jetty/jetty.project/a43febfc37b0643702c9fba6fd0e598890ff3663/jetty-ee10/jetty-ee10-maven-plugin/src/main/java/org/eclipse/jetty/ee10/maven/plugin/AbstractWebAppMojo.java,SUCCESS_WITHOUT_CONFLICTS,6161809,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,377853125,228.295588ms,,,,,,,,,228.576558ms,SUCCESS_WITHOUT_CONFLICTS,451442295,231.237026ms,,,,,,,,,231.525922ms,SUCCESS_WITHOUT_CONFLICTS,236044654,229.643338ms,,,,,,,,,229.891705ms,SUCCESS_WITHOUT_CONFLICTS,2822445489,,,,,,,,,,
jetty/jetty.project,a43febfc37b0643702c9fba6fd0e598890ff3663,mergeAnalysisOutput/java/jetty/jetty.project/a43febfc37b0643702c9fba6fd0e598890ff3663/jetty-ee10/jetty-ee10-maven-plugin/src/main/java/org/eclipse/jetty/ee10/maven/plugin/JettyForker.java,SUCCESS_WITHOUT_CONFLICTS,5277460,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,8146824,2.849786ms,,,,,,,,,3.113973ms,SUCCESS_WITHOUT_CONFLICTS,7511208,2.913983ms,,,,,,,,,3.166268ms,SUCCESS_WITHOUT_CONFLICTS,8039290,2.946073ms,,,,,,,,,3.17434ms,TIMEOUT,0,,,,,,,,,,
jetty/jetty.project,a43febfc37b0643702c9fba6fd0e598890ff3663,mergeAnalysisOutput/java/jetty/jetty.project/a43febfc37b0643702c9fba6fd0e598890ff3663/jetty-ee10/jetty-ee10-maven-plugin/src/main/java/org/eclipse/jetty/ee10/maven/plugin/JettyHomeForker.java,SUCCESS_WITHOUT_CONFLICTS,5260088,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,8401521,3.125998ms,,,,,,,,,3.372196ms,SUCCESS_WITHOUT_CONFLICTS,7971636,3.089119ms,,,,,,,,,3.34602ms,SUCCESS_WITHOUT_CONFLICTS,8239765,3.075514ms,,,,,,,,,3.32418ms,TIMEOUT,0,,,,,,,,,,
jetty/jetty.project,a43febfc37b0643702c9fba6fd0e598890ff3663,mergeAnalysisOutput/java/jetty/jetty.project/a43febfc37b0643702c9fba6fd0e598890ff3663/jetty-ee9/jetty-ee9-maven-plugin/src/main/java/org/eclipse/jetty/ee9/maven/plugin/AbstractWebAppMojo.java,SUCCESS_WITHOUT_CONFLICTS,5893868,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,230150258,225.250888ms,,,,,,,,,225.540545ms,SUCCESS_WITHOUT_CONFLICTS,230639741,224.004551ms,,,,,,,,,224.260911ms,SUCCESS_WITHOUT_CONFLICTS,233207831,228.050795ms,,,,,,,,,228.298364ms,SUCCESS_WITHOUT_CONFLICTS,3071349757,,,,,,,,,,
jetty/jetty.project,a43febfc37b0643702c9fba6fd0e598890ff3663,mergeAnalysisOutput/java/jetty/jetty.project/a43febfc37b0643702c9fba6fd0e598890ff3663/jetty-ee9/jetty-ee9-maven-plugin/src/main/java/org/eclipse/jetty/ee9/maven/plugin/JettyForker.java,SUCCESS_WITHOUT_CONFLICTS,5427798,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,7905127,2.945187ms,,,,,,,,,3.1882ms,SUCCESS_WITHOUT_CONFLICTS,8084133,2.889041ms,,,,,,,,,3.136216ms,SUCCESS_WITHOUT_CONFLICTS,7909831,3.131307ms,,,,,,,,,3.4017ms,TIMEOUT,0,,,,,,,,,,
jetty/jetty.project,a43febfc37b0643702c9fba6fd0e598890ff3663,mergeAnalysisOutput/java/jetty/jetty.project/a43febfc37b0643702c9fba6fd0e598890ff3663/jetty-ee9/jetty-ee9-maven-plugin/src/main/java/org/eclipse/jetty/ee9/maven/plugin/JettyHomeForker.java,SUCCESS_WITHOUT_CONFLICTS,5347156,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,7740507,2.796666ms,,,,,,,,,3.06811ms,SUCCESS_WITHOUT_CONFLICTS,7914537,2.889257ms,,,,,,,,,3.119911ms,SUCCESS_WITHOUT_CONFLICTS,7870135,3.086975ms,,,,,,,,,3.344923ms,TIMEOUT,0,,,,,,,,,,
graphql-java/graphql-java,36856471c3449bb6f8175daacd11e73acf09df0e,mergeAnalysisOutput/java/graphql-java/graphql-java/36856471c3449bb6f8175daacd11e73acf09df0e/src/main/java/graphql/execution/Execution.java,SUCCESS_WITHOUT_CONFLICTS,5855042,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,120495436,115.270748ms,,,,,,,,,115.514138ms,SUCCESS_WITHOUT_CONFLICTS,118456328,113.131281ms,,,,,,,,,113.373885ms,SUCCESS_WITHOUT_CONFLICTS,118097428,112.862015ms,,,,,,,,,113.106933ms,TIMEOUT,0,,,,,,,,,,
graphql-java/graphql-java,36856471c3449bb6f8175daacd11e73acf09df0e,mergeAnalysisOutput/java/graphql-java/graphql-java/36856471c3449bb6f8175daacd11e73acf09df0e/src/main/java/graphql/execution/ExecutionStrategy.java,SUCCESS_WITH_CONFLICTS,6965872,,,,,,,,,,,SUCCESS_WITH_CONFLICTS,2709825274,1.614325485s,570.212222ms,,0.0,0ns,488.650708ms,,0.0,0ns,2.673653765s,SUCCESS_WITH_CONFLICTS,1848658702,1.606046076s,98.354062ms,46.080545ms,0.0,0ns,136.766598ms,77.805752ms,0.0,0ns,1.841619897s,SUCCESS_WITH_CONFLICTS,1886499069,1.755479535s,111.80042ms,51.645692ms,0.0,0ns,163.987204ms,87.893177ms,0.0,0ns,2.031793254s,SUCCESS_WITH_CONFLICTS,1774811836,,,,,,,,,,
graphql-java/graphql-java,36856471c3449bb6f8175daacd11e73acf09df0e,mergeAnalysisOutput/java/graphql-java/graphql-java/36856471c3449bb6f8175daacd11e73acf09df0e/src/main/java/graphql/execution/ExecutionStrategyParameters.java,SUCCESS_WITHOUT_CONFLICTS,6136812,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,18085343,12.75469ms,,,,,,,,,13.003788ms,SUCCESS_WITHOUT_CONFLICTS,18214105,13.07054ms,,,,,,,,,13.356911ms,SUCCESS_WITHOUT_CONFLICTS,21099109,14.639329ms,,,,,,,,,14.963189ms,TIMEOUT,0,,,,,,,,,,
jetty/jetty.project,8db846260e40fece694b9fc11ae623d9f6f88166,mergeAnalysisOutput/java/jetty/jetty.project/8db846260e40fece694b9fc11ae623d9f6f88166/jetty-core/jetty-client/src/main/java/org/eclipse/jetty/client/transport/internal/HttpReceiverOverHTTP.java,SUCCESS_WITH_CONFLICTS,7449571,,,,,,,,,,,SUCCESS_WITH_CONFLICTS,868795825,298.302838ms,310.110649ms,,0.0,0ns,248.742735ms,,0.0,0ns,857.677596ms,SUCCESS_WITH_CONFLICTS,407787747,292.956438ms,29.647771ms,7.204927ms,0.0,0ns,68.241364ms,42.57351ms,0.0,0ns,391.361907ms,SUCCESS_WITH_CONFLICTS,393489248,289.039779ms,29.639985ms,7.095692ms,0.0,0ns,67.914954ms,42.158849ms,0.0,0ns,387.100602ms,SUCCESS_WITH_CONFLICTS,1360256362,,,,,,,,,,
jetty/jetty.project,8db846260e40fece694b9fc11ae623d9f6f88166,mergeAnalysisOutput/java/jetty/jetty.project/8db846260e40fece694b9fc11ae623d9f6f88166/jetty-core/jetty-fcgi/jetty-fcgi-client/src/main/java/org/eclipse/jetty/fcgi/client/transport/internal/HttpConnectionOverFCGI.java,SUCCESS_WITH_CONFLICTS,7337394,,,,,,,,,,,SUCCESS_WITH_CONFLICTS,875633845,414.812999ms,254.159788ms,,0.0,0ns,195.592599ms,,0.0,0ns,865.132678ms,SUCCESS_WITH_CONFLICTS,814438036,415.660064ms,42.2984ms,13.178158ms,0.0,0ns,352.997389ms,324.536937ms,0.0,0ns,811.544282ms,SUCCESS_WITH_CONFLICTS,809197731,409.339523ms,40.277051ms,13.184061ms,0.0,0ns,357.989538ms,323.142885ms,0.0,0ns,808.102732ms,SUCCESS_WITH_CONFLICTS,1581017050,,,,,,,,,,
jetty/jetty.project,8db846260e40fece694b9fc11ae623d9f6f88166,mergeAnalysisOutput/java/jetty/jetty.project/8db846260e40fece694b9fc11ae623d9f6f88166/jetty-core/jetty-fcgi/jetty-fcgi-client/src/main/java/org/eclipse/jetty/fcgi/client/transport/internal/HttpReceiverOverFCGI.java,SUCCESS_WITHOUT_CONFLICTS,7155613,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,18976642,13.145789ms,,,,,,,,,13.431166ms,SUCCESS_WITHOUT_CONFLICTS,18776494,12.060501ms,,,,,,,,,12.355929ms,SUCCESS_WITHOUT_CONFLICTS,18775269,12.419667ms,,,,,,,,,12.710497ms,TIMEOUT,0,,,,,,,,,,
jetty/jetty.project,8db846260e40fece694b9fc11ae623d9f6f88166,mergeAnalysisOutput/java/jetty/jetty.project/8db846260e40fece694b9fc11ae623d9f6f88166/jetty-core/jetty-http3/jetty-http3-common/src/main/java/org/eclipse/jetty/http3/HTTP3Stream.java,SUCCESS_WITH_CONFLICTS,7788971,,,,,,,,,,,SUCCESS_WITH_CONFLICTS,623686788,173.571459ms,218.460733ms,,0.0,0ns,221.787138ms,,0.0,0ns,614.32944ms,SUCCESS_WITH_CONFLICTS,321344946,174.019568ms,27.833201ms,5.950356ms,0.0,0ns,113.281294ms,87.638499ms,0.0,0ns,315.676967ms,SUCCESS_WITH_CONFLICTS,319657738,173.785371ms,27.789786ms,5.776674ms,0.0,0ns,112.233352ms,86.754571ms,0.0,0ns,314.35179ms,SUCCESS_WITH_CONFLICTS,1530433687,,,,,,,,,,
jetty/jetty.project,8db846260e40fece694b9fc11ae623d9f6f88166,mergeAnalysisOutput/java/jetty/jetty.project/8db846260e40fece694b9fc11ae623d9f6f88166/jetty-core/jetty-http3/jetty-http3-server/src/main/java/org/eclipse/jetty/http3/server/internal/HttpStreamOverHTTP3.java,SUCCESS_WITH_CONFLICTS,7698027,,,,,,,,,,,SUCCESS_WITH_CONFLICTS,998311022,394.68371ms,331.454336ms,,0.0,0ns,266.618556ms,,0.0,0ns,993.301834ms,SUCCESS_WITH_CONFLICTS,524520044,393.790016ms,31.67372ms,8.320681ms,0.0,0ns,91.842796ms,69.324223ms,0.0,0ns,517.774886ms,SUCCESS_WITH_CONFLICTS,588328795,367.323358ms,38.396894ms,7.103148ms,0.0,0ns,159.030613ms,127.912441ms,0.0,0ns,565.122562ms,SUCCESS_WITH_CONFLICTS,1351303632,,,,,,,,,,
jetty/jetty.project,8db846260e40fece694b9fc11ae623d9f6f88166,mergeAnalysisOutput/java/jetty/jetty.project/8db846260e40fece694b9fc11ae623d9f6f88166/jetty-core/jetty-tests/jetty-test-client-transports/src/test/java/org/eclipse/jetty/test/client/transport/HttpClientTest.java,SUCCESS_WITH_CONFLICTS,8133549,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,791826140,779.413445ms,,,,,,,,,779.707026ms,SUCCESS_WITHOUT_CONFLICTS,783794202,775.213182ms,,,,,,,,,775.492562ms,SUCCESS_WITHOUT_CONFLICTS,880079916,819.210194ms,,,,,,,,,819.473674ms,TIMEOUT,0,,,,,,,,,,
jetty/jetty.project,c0844f1362d83d2fef881138bdca2679c0606f0b,mergeAnalysisOutput/java/jetty/jetty.project/c0844f1362d83d2fef881138bdca2679c0606f0b/jetty-ee9/jetty-ee9-servlet/src/test/java/org/eclipse/jetty/ee9/servlet/AsyncContextTest.java,SUCCESS_WITH_CONFLICTS,6210256,,,,,,,,,,,SUCCESS_WITH_CONFLICTS,1805915304,693.907306ms,577.908753ms,,0.0,0ns,472.077925ms,,0.0,0ns,1.744369269s,SUCCESS_WITH_CONFLICTS,1345696999,698.429314ms,76.891291ms,41.098886ms,0.0,0ns,524.285072ms,485.250861ms,0.0,0ns,1.300041062s,SUCCESS_WITH_CONFLICTS,1300439457,683.625046ms,76.225175ms,40.784889ms,0.0,0ns,518.883184ms,480.39112ms,0.0,0ns,1.279186952s,SUCCESS_WITH_CONFLICTS,2676751868,,,,,,,,,,
jetty/jetty.project,5bf723a88d4e5b2cb3ea38308741a7ad03c0ed29,mergeAnalysisOutput/java/jetty/jetty.project/5bf723a88d4e5b2cb3ea38308741a7ad03c0ed29/jetty-core/jetty-server/src/main/java/org/eclipse/jetty/server/internal/HttpChannelState.java,SUCCESS_WITHOUT_CONFLICTS,7386060,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,789437931,780.354752ms,,,,,,,,,780.630945ms,SUCCESS_WITHOUT_CONFLICTS,803627819,781.653184ms,,,,,,,,,781.945842ms,SUCCESS_WITHOUT_CONFLICTS,785431848,773.466941ms,,,,,,,,,773.733876ms,SUCCESS_WITHOUT_CONFLICTS,1602411034,,,,,,,,,,
jetty/jetty.project,7019ca18aa7d9cf269b9ab8163a9c09181a7fdcd,mergeAnalysisOutput/java/jetty/jetty.project/7019ca18aa7d9cf269b9ab8163a9c09181a7fdcd/jetty-ee10/jetty-ee10-servlet/src/main/java/org/eclipse/jetty/ee10/servlet/ErrorHandler.java,SUCCESS_WITH_CONFLICTS,6343059,,,,,,,,,,,SUCCESS_WITH_CONFLICTS,853084683,226.044143ms,245.057483ms,,0.0,0ns,239.945022ms,,0.0,0ns,711.615265ms,SUCCESS_WITH_CONFLICTS,394065367,221.589031ms,54.261953ms,15.017843ms,0.0,0ns,108.374917ms,54.790585ms,0.0,0ns,384.743639ms,SUCCESS_WITH_CONFLICTS,505083578,221.399344ms,54.706748ms,14.93685ms,0.0,0ns,109.141792ms,54.958839ms,0.0,0ns,385.737693ms,SUCCESS_WITH_CONFLICTS,1551564926,,,,,,,,,,
graphql-java/graphql-java,86da667e6ffce5f39e1aa0ed3786cbd4ba0eff7c,mergeAnalysisOutput/java/graphql-java/graphql-java/86da667e6ffce5f39e1aa0ed3786cbd4ba0eff7c/src/main/java/graphql/Directives.java,SUCCESS_WITH_CONFLICTS,6213900,,,,,,,,,,,SUCCESS_WITH_CONFLICTS,501601668,184.448953ms,172.634823ms,,0.0,0ns,138.191839ms,,0.0,0ns,495.745444ms,SUCCESS_WITH_CONFLICTS,471632975,184.389003ms,119.378964ms,26.013708ms,0.0,0ns,161.848062ms,87.242357ms,0.0,0ns,466.081723ms,SUCCESS_WITH_CONFLICTS,512659682,253.063666ms,159.44404ms,42.088839ms,0.0,0ns,193.749906ms,124.97766ms,0.0,0ns,614.152229ms,TIMEOUT,0,,,,,,,,,,
graphql-java/graphql-java,86da667e6ffce5f39e1aa0ed3786cbd4ba0eff7c,mergeAnalysisOutput/java/graphql-java/graphql-java/86da667e6ffce5f39e1aa0ed3786cbd4ba0eff7c/src/main/java/graphql/schema/GraphQLSchema.java,SUCCESS_WITH_CONFLICTS,7435176,,,,,,,,,,,SUCCESS_WITH_CONFLICTS,734979544,322.897074ms,,,0.0,0ns,406.358021ms,,,,729.707532ms,SUCCESS_WITH_CONFLICTS,1615200704,294.749218ms,,1.120363257s,0.0,0ns,1.184225635s,,,,1.479378755s,SUCCESS_WITH_CONFLICTS,1600506297,337.124509ms,,1.258659102s,0.0,0ns,1.321497435s,,,,1.660149419s,TIMEOUT,0,,,,,,,,,,
jetty/jetty.project,ca45defb1ebeba4c6a8a0a2cdf44b4538f050311,mergeAnalysisOutput/java/jetty/jetty.project/ca45defb1ebeba4c6a8a0a2cdf44b4538f050311/jetty-core/jetty-server/src/test/java/org/eclipse/jetty/server/CustomRequestLogTest.java,SUCCESS_WITHOUT_CONFLICTS,6071712,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,450434173,446.66609ms,,,,,,,,,446.952877ms,SUCCESS_WITHOUT_CONFLICTS,453564946,447.84499ms,,,,,,,,,448.137425ms,SUCCESS_WITHOUT_CONFLICTS,455504604,445.304526ms,,,,,,,,,445.602429ms,TOOL_ERROR,753697092,,,,,,,,,,
jetty/jetty.project,ca45defb1ebeba4c6a8a0a2cdf44b4538f050311,mergeAnalysisOutput/java/jetty/jetty.project/ca45defb1ebeba4c6a8a0a2cdf44b4538f050311/jetty-core/jetty-server/src/test/java/org/eclipse/jetty/server/LowResourcesMonitorTest.java,SUCCESS_WITHOUT_CONFLICTS,5385174,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,38641745,32.909937ms,,,,,,,,,33.19386ms,SUCCESS_WITHOUT_CONFLICTS,38782934,32.974165ms,,,,,,,,,33.237639ms,SUCCESS_WITHOUT_CONFLICTS,38898369,32.806089ms,,,,,,,,,33.076576ms,TIMEOUT,0,,,,,,,,,,
graphql-java/graphql-java,8156187c2b345ae9d4d9e2586a80fa747abf93b5,mergeAnalysisOutput/java/graphql-java/graphql-java/8156187c2b345ae9d4d9e2586a80fa747abf93b5/src/main/java/graphql/EngineRunningState.java,SUCCESS_WITHOUT_CONFLICTS,9119960,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,40358739,34.704091ms,,,,,,,,,34.961666ms,SUCCESS_WITHOUT_CONFLICTS,40273242,34.132583ms,,,,,,,,,34.416573ms,SUCCESS_WITHOUT_CONFLICTS,40697411,34.494962ms,,,,,,,,,34.767082ms,TIMEOUT,0,,,,,,,,,,
graphql-java/graphql-java,8156187c2b345ae9d4d9e2586a80fa747abf93b5,mergeAnalysisOutput/java/graphql-java/graphql-java/8156187c2b345ae9d4d9e2586a80fa747abf93b5/src/main/java/graphql/GraphQL.java,SUCCESS_WITHOUT_CONFLICTS,6613914,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,156446525,149.244724ms,,,,,,,,,149.543165ms,SUCCESS_WITHOUT_CONFLICTS,155840799,149.869104ms,,,,,,,,,150.134182ms,SUCCESS_WITHOUT_CONFLICTS,155784298,149.373204ms,,,,,,,,,149.637063ms,TIMEOUT,0,,,,,,,,,,
graphql-java/graphql-java,8156187c2b345ae9d4d9e2586a80fa747abf93b5,mergeAnalysisOutput/java/graphql-java/graphql-java/8156187c2b345ae9d4d9e2586a80fa747abf93b5/src/main/java/graphql/execution/EngineRunningObserver.java,SUCCESS_WITH_CONFLICTS,6094546,,,,,,,,,,,SUCCESS_WITH_CONFLICTS,23956326,5.131504ms,6.268882ms,,0.0,0ns,5.780657ms,,0.0,0ns,17.709697ms,SUCCESS_WITH_CONFLICTS,21581711,5.139575ms,4.971981ms,13.899µs,0.0,0ns,4.778687ms,188.279µs,0.0,0ns,15.403667ms,SUCCESS_WITH_CONFLICTS,22490614,5.237481ms,5.101645ms,19.85µs,0.0,0ns,4.6436ms,207.046µs,0.0,0ns,15.481023ms,TIMEOUT,0,,,,,,,,,,
jetty/jetty.project,8a7dbfc7f0babe1c85805bde73f5e76857a106e6,mergeAnalysisOutput/java/jetty/jetty.project/8a7dbfc7f0babe1c85805bde73f5e76857a106e6/jetty-core/jetty-client/src/main/java/org/eclipse/jetty/client/transport/HttpRequest.java,SUCCESS_WITHOUT_CONFLICTS,6783622,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,268057047,249.491914ms,,,,,,,,,249.751784ms,SUCCESS_WITHOUT_CONFLICTS,253307351,246.395442ms,,,,,,,,,246.681746ms,SUCCESS_WITHOUT_CONFLICTS,254672552,248.391183ms,,,,,,,,,248.681882ms,SUCCESS_WITHOUT_CONFLICTS,2223185008,,,,,,,,,,
jetty/jetty.project,8a7dbfc7f0babe1c85805bde73f5e76857a106e6,mergeAnalysisOutput/java/jetty/jetty.project/8a7dbfc7f0babe1c85805bde73f5e76857a106e6/jetty-core/jetty-http2/jetty-http2-common/src/main/java/org/eclipse/jetty/http2/HTTP2Stream.java,SUCCESS_WITHOUT_CONFLICTS,7517197,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,262309910,255.644664ms,,,,,,,,,255.936741ms,SUCCESS_WITHOUT_CONFLICTS,258366520,252.242568ms,,,,,,,,,252.520907ms,SUCCESS_WITHOUT_CONFLICTS,260746786,254.074689ms,,,,,,,,,254.342771ms,SUCCESS_WITHOUT_CONFLICTS,1838764992,,,,,,,,,,
jetty/jetty.project,8a7dbfc7f0babe1c85805bde73f5e76857a106e6,mergeAnalysisOutput/java/jetty/jetty.project/8a7dbfc7f0babe1c85805bde73f5e76857a106e6/jetty-core/jetty-http3/jetty-http3-common/src/main/java/org/eclipse/jetty/http3/HTTP3Stream.java,SUCCESS_WITH_CONFLICTS,6945458,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,387233708,172.430432ms,186.379449ms,,0.0,0ns,,,,,360.718861ms,SUCCESS_WITHOUT_CONFLICTS,220287857,170.927836ms,17.515073ms,12.251µs,0.0,0ns,,,,,190.368066ms,SUCCESS_WITHOUT_CONFLICTS,197206821,171.934324ms,17.471202ms,13.07µs,0.0,0ns,,,,,191.328608ms,SUCCESS_WITH_CONFLICTS,1969827620,,,,,,,,,,
jetty/jetty.project,8a7dbfc7f0babe1c85805bde73f5e76857a106e6,mergeAnalysisOutput/java/jetty/jetty.project/8a7dbfc7f0babe1c85805bde73f5e76857a106e6/jetty-core/jetty-io/src/main/java/org/eclipse/jetty/io/CyclicTimeouts.java,SUCCESS_WITH_CONFLICTS,6441170,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,108776795,36.996721ms,63.254727ms,,0.0,0ns,,,,,102.212276ms,SUCCESS_WITH_CONFLICTS,80905354,36.220973ms,18.925961ms,3.744653ms,0.0,0ns,18.615306ms,3.675291ms,0.0,0ns,74.423269ms,SUCCESS_WITH_CONFLICTS,81721064,38.021115ms,19.543702ms,3.771246ms,0.0,0ns,19.290902ms,3.736679ms,0.0,0ns,77.336232ms,TIMEOUT,0,,,,,,,,,,
jetty/jetty.project,8a7dbfc7f0babe1c85805bde73f5e76857a106e6,mergeAnalysisOutput/java/jetty/jetty.project/8a7dbfc7f0babe1c85805bde73f5e76857a106e6/jetty-core/jetty-websocket/jetty-websocket-core-common/src/main/java/org/eclipse/jetty/websocket/core/WebSocketCoreSession.java,SUCCESS_WITH_CONFLICTS,7303761,,,,,,,,,,,SUCCESS_WITH_CONFLICTS,998747905,373.970475ms,346.948067ms,,0.0,0ns,259.495285ms,,0.0,0ns,980.973207ms,SUCCESS_WITH_CONFLICTS,936418246,368.444629ms,44.00091ms,12.514563ms,0.0,0ns,498.461405ms,466.883046ms,0.0,0ns,911.458014ms,SUCCESS_WITH_CONFLICTS,951515661,381.469384ms,45.719522ms,12.84461ms,0.0,0ns,515.616331ms,482.530644ms,0.0,0ns,943.354497ms,TIMEOUT,0,,,,,,,,,,
jetty/jetty.project,8a7dbfc7f0babe1c85805bde73f5e76857a106e6,mergeAnalysisOutput/java/jetty/jetty.project/8a7dbfc7f0babe1c85805bde73f5e76857a106e6/jetty-core/jetty-websocket/jetty-websocket-core-common/src/main/java/org/eclipse/jetty/websocket/core/internal/FrameFlusher.java,SUCCESS_WITH_CONFLICTS,6858021,,,,,,,,,,,SUCCESS_WITHOUT_CONFLICTS,574101884,313.68874ms,230.944305ms,,0.0,0ns,,,,,546.405343ms,SUCCESS_WITH_CONFLICTS,657918373,313.204435ms,42.093558ms,17.495524ms,0.0,0ns,296.7243ms,269.846857ms,0.0,0ns,652.561955ms,SUCCESS_WITH_CONFLICTS,679226087,324.241367ms,43.374025ms,17.928317ms,0.0,0ns,304.494173ms,279.942942ms,0.0,0ns,672.667031ms,TIMEOUT,0,,,,,,,,,,
